"n","k_babylon","m1","m2","babylon_log10_error","nested_log10_error","deviation"
3,4,2,3,"-35.525461796087376505357204540518388624442834288873385423856817214","-DirectedInfinity-","-DirectedInfinity-"
3,4,2,4,"-35.525461796087376505357204540518388624442834288873385423856817214","-DirectedInfinity-","-DirectedInfinity-"
3,4,2,5,"-35.525461796087376505357204540518388624442834288873385423856817214","-DirectedInfinity-","-DirectedInfinity-"
3,4,3,0,"-35.525461796087376505357204540518388624442834288873385423856817214","0.301029995663981195213738894724493026768189881462108541310427461127108189274424509486927252118186172","35.826491791751357700570943435242881651211024170335493965167244675"
3,4,3,1,"-35.525461796087376505357204540518388624442834288873385423856817214","-4.6402925722221080045730668939999071193156630557219013870067157747750077471677841409313584145719","30.885169223865268500784137646518481505127171233151484036850101439"
3,4,3,2,"-35.525461796087376505357204540518388624442834288873385423856817214","-56.1155735072883147552145415467060392425684952","20.5901117112009382498573370061876506181256609"
3,4,3,3,"-35.525461796087376505357204540518388624442834288873385423856817214","-DirectedInfinity-","-DirectedInfinity-"
3,4,3,4,"-35.525461796087376505357204540518388624442834288873385423856817214","-DirectedInfinity-","-DirectedInfinity-"
3,4,3,5,"-35.525461796087376505357204540518388624442834288873385423856817214","-DirectedInfinity-","-DirectedInfinity-"
3,5,1,0,"-72.130104838222377838436914774","0.301029995663981195213738894724493026768189881462108541310427461127108189274424509486927252118186172","72.431134833886359033650653668"
3,5,1,1,"-72.130104838222377838436914774","-2.3521825181113624841625780170612445648638779654571746470388763583562419270184732271120822070588603","69.777922320111015354274336757"
3,5,1,2,"-72.130104838222377838436914774","-19.5109304651533134221325992702841673622741750468570455049470061943512686751613017","52.619174373069064416304315503"
3,5,1,3,"-72.130104838222377838436914774","-DirectedInfinity-","-DirectedInfinity-"
3,5,1,4,"-72.130104838222377838436914774","-DirectedInfinity-","-DirectedInfinity-"
3,5,1,5,"-72.130104838222377838436914774","-DirectedInfinity-","-DirectedInfinity-"
3,5,2,0,"-72.130104838222377838436914774","0.301029995663981195213738894724493026768189881462108541310427461127108189274424509486927252118186172","72.431134833886359033650653668"
3,5,2,1,"-72.130104838222377838436914774","-3.49637605401240083270686588553223054757628408142058206086983467419915601545070538905378656840409","68.633728784209977005730048888"
3,5,2,2,"-72.130104838222377838436914774","-35.525461796087376505357204540518388624442834288873385423856817214","36.604643042135001333079710233"
3,5,2,3,"-72.130104838222377838436914774","-DirectedInfinity-","-DirectedInfinity-"
3,5,2,4,"-72.130104838222377838436914774","-DirectedInfinity-","-DirectedInfinity-"
3,5,2,5,"-72.130104838222377838436914774","-DirectedInfinity-","-DirectedInfinity-"
3,5,3,0,"-72.130104838222377838436914774","0.301029995663981195213738894724493026768189881462108541310427461127108189274424509486927252118186172","72.431134833886359033650653668"
3,5,3,1,"-72.130104838222377838436914774","-4.6402925722221080045730668939999071193156630557219013870067157747750077471677841409313584145719","67.48981226600026983386384788"
3,5,3,2,"-72.130104838222377838436914774","-56.1155735072883147552145415467060392425684952","16.014531330934063083222373227"
3,5,3,3,"-72.130104838222377838436914774","-DirectedInfinity-","-DirectedInfinity-"
3,5,3,4,"-72.130104838222377838436914774","-DirectedInfinity-","-DirectedInfinity-"
3,5,3,5,"-72.130104838222377838436914774","-DirectedInfinity-","-DirectedInfinity-"
3,6,1,0,"-DirectedInfinity-","0.301029995663981195213738894724493026768189881462108541310427461127108189274424509486927252118186172","-DirectedInfinity-"
3,6,1,1,"-DirectedInfinity-","-2.3521825181113624841625780170612445648638779654571746470388763583562419270184732271120822070588603","-DirectedInfinity-"
3,6,1,2,"-DirectedInfinity-","-19.5109304651533134221325992702841673622741750468570455049470061943512686751613017","-DirectedInfinity-"
3,6,1,3,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
3,6,1,4,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
3,6,1,5,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
3,6,2,0,"-DirectedInfinity-","0.301029995663981195213738894724493026768189881462108541310427461127108189274424509486927252118186172","-DirectedInfinity-"
3,6,2,1,"-DirectedInfinity-","-3.49637605401240083270686588553223054757628408142058206086983467419915601545070538905378656840409","-DirectedInfinity-"
3,6,2,2,"-DirectedInfinity-","-35.525461796087376505357204540518388624442834288873385423856817214","-DirectedInfinity-"
3,6,2,3,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
3,6,2,4,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
3,6,2,5,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
3,6,3,0,"-DirectedInfinity-","0.301029995663981195213738894724493026768189881462108541310427461127108189274424509486927252118186172","-DirectedInfinity-"
3,6,3,1,"-DirectedInfinity-","-4.6402925722221080045730668939999071193156630557219013870067157747750077471677841409313584145719","-DirectedInfinity-"
3,6,3,2,"-DirectedInfinity-","-56.1155735072883147552145415467060392425684952","-DirectedInfinity-"
3,6,3,3,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
3,6,3,4,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
3,6,3,5,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
3,7,1,0,"-DirectedInfinity-","0.301029995663981195213738894724493026768189881462108541310427461127108189274424509486927252118186172","-DirectedInfinity-"
3,7,1,1,"-DirectedInfinity-","-2.3521825181113624841625780170612445648638779654571746470388763583562419270184732271120822070588603","-DirectedInfinity-"
3,7,1,2,"-DirectedInfinity-","-19.5109304651533134221325992702841673622741750468570455049470061943512686751613017","-DirectedInfinity-"
3,7,1,3,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
3,7,1,4,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
3,7,1,5,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
3,7,2,0,"-DirectedInfinity-","0.301029995663981195213738894724493026768189881462108541310427461127108189274424509486927252118186172","-DirectedInfinity-"
3,7,2,1,"-DirectedInfinity-","-3.49637605401240083270686588553223054757628408142058206086983467419915601545070538905378656840409","-DirectedInfinity-"
3,7,2,2,"-DirectedInfinity-","-35.525461796087376505357204540518388624442834288873385423856817214","-DirectedInfinity-"
3,7,2,3,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
3,7,2,4,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
3,7,2,5,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
3,7,3,0,"-DirectedInfinity-","0.301029995663981195213738894724493026768189881462108541310427461127108189274424509486927252118186172","-DirectedInfinity-"
3,7,3,1,"-DirectedInfinity-","-4.6402925722221080045730668939999071193156630557219013870067157747750077471677841409313584145719","-DirectedInfinity-"
3,7,3,2,"-DirectedInfinity-","-56.1155735072883147552145415467060392425684952","-DirectedInfinity-"
3,7,3,3,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
3,7,3,4,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
3,7,3,5,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
3,8,1,0,"-DirectedInfinity-","0.301029995663981195213738894724493026768189881462108541310427461127108189274424509486927252118186172","-DirectedInfinity-"
3,8,1,1,"-DirectedInfinity-","-2.3521825181113624841625780170612445648638779654571746470388763583562419270184732271120822070588603","-DirectedInfinity-"
3,8,1,2,"-DirectedInfinity-","-19.5109304651533134221325992702841673622741750468570455049470061943512686751613017","-DirectedInfinity-"
3,8,1,3,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
3,8,1,4,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
3,8,1,5,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
3,8,2,0,"-DirectedInfinity-","0.301029995663981195213738894724493026768189881462108541310427461127108189274424509486927252118186172","-DirectedInfinity-"
3,8,2,1,"-DirectedInfinity-","-3.49637605401240083270686588553223054757628408142058206086983467419915601545070538905378656840409","-DirectedInfinity-"
3,8,2,2,"-DirectedInfinity-","-35.525461796087376505357204540518388624442834288873385423856817214","-DirectedInfinity-"
3,8,2,3,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
3,8,2,4,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
3,8,2,5,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
3,8,3,0,"-DirectedInfinity-","0.301029995663981195213738894724493026768189881462108541310427461127108189274424509486927252118186172","-DirectedInfinity-"
3,8,3,1,"-DirectedInfinity-","-4.6402925722221080045730668939999071193156630557219013870067157747750077471677841409313584145719","-DirectedInfinity-"
3,8,3,2,"-DirectedInfinity-","-56.1155735072883147552145415467060392425684952","-DirectedInfinity-"
3,8,3,3,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
3,8,3,4,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
3,8,3,5,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
5,1,1,0,"-8.730376736254198730050009512504056937308201369779774979361363130903666277927811845546682877","0.e-99","8.730376736254198730050009512504056937308201369779774979361363130903666277927811845546682877"
5,1,1,1,"-8.730376736254198730050009512504056937308201369779774979361363130903666277927811845546682877","-6.22252502731813056100796231906850480299015295748752215781608454661332256431321985532784719047","2.507851708936068169042047193435552134318048412292252821545278584290343713614591990218835686"
5,1,1,2,"-8.730376736254198730050009512504056937308201369779774979361363130903666277927811845546682877","-43.8403002983314252989490323805874770068830059402441448199","35.1099235620772265688990228680834200695748045704643698406"
5,1,1,3,"-8.730376736254198730050009512504056937308201369779774979361363130903666277927811845546682877","-DirectedInfinity-","-DirectedInfinity-"
5,1,1,4,"-8.730376736254198730050009512504056937308201369779774979361363130903666277927811845546682877","-DirectedInfinity-","-DirectedInfinity-"
5,1,1,5,"-8.730376736254198730050009512504056937308201369779774979361363130903666277927811845546682877","-DirectedInfinity-","-DirectedInfinity-"
5,1,2,0,"-8.730376736254198730050009512504056937308201369779774979361363130903666277927811845546682877","0.e-99","8.730376736254198730050009512504056937308201369779774979361363130903666277927811845546682877"
5,1,2,1,"-8.730376736254198730050009512504056937308201369779774979361363130903666277927811845546682877","-8.730376736254198730050009512504056937308201369779774979361363130903666277927811845546682877","0.e-90"
5,1,2,2,"-8.730376736254198730050009512504056937308201369779774979361363130903666277927811845546682877","-78.95022386032785257219","70.21984712407365384214"
5,1,2,3,"-8.730376736254198730050009512504056937308201369779774979361363130903666277927811845546682877","-DirectedInfinity-","-DirectedInfinity-"
5,1,2,4,"-8.730376736254198730050009512504056937308201369779774979361363130903666277927811845546682877","-DirectedInfinity-","-DirectedInfinity-"
5,1,2,5,"-8.730376736254198730050009512504056937308201369779774979361363130903666277927811845546682877","-DirectedInfinity-","-DirectedInfinity-"
5,1,3,0,"-8.730376736254198730050009512504056937308201369779774979361363130903666277927811845546682877","0.e-99","8.730376736254198730050009512504056937308201369779774979361363130903666277927811845546682877"
5,1,3,1,"-8.730376736254198730050009512504056937308201369779774979361363130903666277927811845546682877","-11.238228419334491899032782959686508680083944774692301007831330287119646118407238976615385","2.507851683080293168982773447182451742775743404912526028469967156215979840479427131068702"
5,1,3,2,"-8.730376736254198730050009512504056937308201369779774979361363130903666277927811845546682877","-DirectedInfinity-","-DirectedInfinity-"
5,1,3,3,"-8.730376736254198730050009512504056937308201369779774979361363130903666277927811845546682877","-DirectedInfinity-","-DirectedInfinity-"
5,1,3,4,"-8.730376736254198730050009512504056937308201369779774979361363130903666277927811845546682877","-DirectedInfinity-","-DirectedInfinity-"
5,1,3,5,"-8.730376736254198730050009512504056937308201369779774979361363130903666277927811845546682877","-DirectedInfinity-","-DirectedInfinity-"
5,2,1,0,"-18.76178346833397724662886542855161361144171229510024288161871285465095326565897485","0.e-99","18.76178346833397724662886542855161361144171229510024288161871285465095326565897485"
5,2,1,1,"-18.76178346833397724662886542855161361144171229510024288161871285465095326565897485","-6.22252502731813056100796231906850480299015295748752215781608454661332256431321985532784719047","12.53925844101584668562090310948310880845155933761272072380262830803763070134575499"
5,2,1,2,"-18.76178346833397724662886542855161361144171229510024288161871285465095326565897485","-43.8403002983314252989490323805874770068830059402441448199","25.0785168299974480523201669520358633954412936451439019383"
5,2,1,3,"-18.76178346833397724662886542855161361144171229510024288161871285465095326565897485","-DirectedInfinity-","-DirectedInfinity-"
5,2,1,4,"-18.76178346833397724662886542855161361144171229510024288161871285465095326565897485","-DirectedInfinity-","-DirectedInfinity-"
5,2,1,5,"-18.76178346833397724662886542855161361144171229510024288161871285465095326565897485","-DirectedInfinity-","-DirectedInfinity-"
5,2,2,0,"-18.76178346833397724662886542855161361144171229510024288161871285465095326565897485","0.e-99","18.76178346833397724662886542855161361144171229510024288161871285465095326565897485"
5,2,2,1,"-18.76178346833397724662886542855161361144171229510024288161871285465095326565897485","-8.730376736254198730050009512504056937308201369779774979361363130903666277927811845546682877","10.031406732079778516578855916047556674133510925320467902257349723747286987731163"
5,2,2,2,"-18.76178346833397724662886542855161361144171229510024288161871285465095326565897485","-78.95022386032785257219","60.18844039199387532556"
5,2,2,3,"-18.76178346833397724662886542855161361144171229510024288161871285465095326565897485","-DirectedInfinity-","-DirectedInfinity-"
5,2,2,4,"-18.76178346833397724662886542855161361144171229510024288161871285465095326565897485","-DirectedInfinity-","-DirectedInfinity-"
5,2,2,5,"-18.76178346833397724662886542855161361144171229510024288161871285465095326565897485","-DirectedInfinity-","-DirectedInfinity-"
5,2,3,0,"-18.76178346833397724662886542855161361144171229510024288161871285465095326565897485","0.e-99","18.76178346833397724662886542855161361144171229510024288161871285465095326565897485"
5,2,3,1,"-18.76178346833397724662886542855161361144171229510024288161871285465095326565897485","-11.238228419334491899032782959686508680083944774692301007831330287119646118407238976615385","7.52355504899948534759608246886510493135776752040794187378738256753130714725173587"
5,2,3,2,"-18.76178346833397724662886542855161361144171229510024288161871285465095326565897485","-DirectedInfinity-","-DirectedInfinity-"
5,2,3,3,"-18.76178346833397724662886542855161361144171229510024288161871285465095326565897485","-DirectedInfinity-","-DirectedInfinity-"
5,2,3,4,"-18.76178346833397724662886542855161361144171229510024288161871285465095326565897485","-DirectedInfinity-","-DirectedInfinity-"
5,2,3,5,"-18.76178346833397724662886542855161361144171229510024288161871285465095326565897485","-DirectedInfinity-","-DirectedInfinity-"
5,3,1,0,"-38.824596932331935688486502238886147003143919141809071279396547","0.e-99","38.824596932331935688486502238886147003143919141809071279396547"
5,3,1,1,"-38.824596932331935688486502238886147003143919141809071279396547","-6.22252502731813056100796231906850480299015295748752215781608454661332256431321985532784719047","32.602071905013805127478539919817642200153766184321549121580462"
5,3,1,2,"-38.824596932331935688486502238886147003143919141809071279396547","-43.8403002983314252989490323805874770068830059402441448199","5.0157033659994896104625301417013300037390867984350735405"
5,3,1,3,"-38.824596932331935688486502238886147003143919141809071279396547","-DirectedInfinity-","-DirectedInfinity-"
5,3,1,4,"-38.824596932331935688486502238886147003143919141809071279396547","-DirectedInfinity-","-DirectedInfinity-"
5,3,1,5,"-38.824596932331935688486502238886147003143919141809071279396547","-DirectedInfinity-","-DirectedInfinity-"
5,3,2,0,"-38.824596932331935688486502238886147003143919141809071279396547","0.e-99","38.824596932331935688486502238886147003143919141809071279396547"
5,3,2,1,"-38.824596932331935688486502238886147003143919141809071279396547","-8.730376736254198730050009512504056937308201369779774979361363130903666277927811845546682877","30.094220196077736958436492726382090065835717772029296300035184"
5,3,2,2,"-38.824596932331935688486502238886147003143919141809071279396547","-78.95022386032785257219","40.1256269279959168837"
5,3,2,3,"-38.824596932331935688486502238886147003143919141809071279396547","-DirectedInfinity-","-DirectedInfinity-"
5,3,2,4,"-38.824596932331935688486502238886147003143919141809071279396547","-DirectedInfinity-","-DirectedInfinity-"
5,3,2,5,"-38.824596932331935688486502238886147003143919141809071279396547","-DirectedInfinity-","-DirectedInfinity-"
5,3,3,0,"-38.824596932331935688486502238886147003143919141809071279396547","0.e-99","38.824596932331935688486502238886147003143919141809071279396547"
5,3,3,1,"-38.824596932331935688486502238886147003143919141809071279396547","-11.238228419334491899032782959686508680083944774692301007831330287119646118407238976615385","27.586368512997443789453719279199638323059974367116770271565216"
5,3,3,2,"-38.824596932331935688486502238886147003143919141809071279396547","-DirectedInfinity-","-DirectedInfinity-"
5,3,3,3,"-38.824596932331935688486502238886147003143919141809071279396547","-DirectedInfinity-","-DirectedInfinity-"
5,3,3,4,"-38.824596932331935688486502238886147003143919141809071279396547","-DirectedInfinity-","-DirectedInfinity-"
5,3,3,5,"-38.824596932331935688486502238886147003143919141809071279396547","-DirectedInfinity-","-DirectedInfinity-"
5,4,1,0,"-78.95022386032785257219","0.e-99","78.95022386032785257219"
5,4,1,1,"-78.95022386032785257219","-6.22252502731813056100796231906850480299015295748752215781608454661332256431321985532784719047","72.72769883300972201118"
5,4,1,2,"-78.95022386032785257219","-43.8403002983314252989490323805874770068830059402441448199","35.10992356199642727324"
5,4,1,3,"-78.95022386032785257219","-DirectedInfinity-","-DirectedInfinity-"
5,4,1,4,"-78.95022386032785257219","-DirectedInfinity-","-DirectedInfinity-"
5,4,1,5,"-78.95022386032785257219","-DirectedInfinity-","-DirectedInfinity-"
5,4,2,0,"-78.95022386032785257219","0.e-99","78.95022386032785257219"
5,4,2,1,"-78.95022386032785257219","-8.730376736254198730050009512504056937308201369779774979361363130903666277927811845546682877","70.21984712407365384214"
5,4,2,2,"-78.95022386032785257219","-78.95022386032785257219","0.e-19"
5,4,2,3,"-78.95022386032785257219","-DirectedInfinity-","-DirectedInfinity-"
5,4,2,4,"-78.95022386032785257219","-DirectedInfinity-","-DirectedInfinity-"
5,4,2,5,"-78.95022386032785257219","-DirectedInfinity-","-DirectedInfinity-"
5,4,3,0,"-78.95022386032785257219","0.e-99","78.95022386032785257219"
5,4,3,1,"-78.95022386032785257219","-11.238228419334491899032782959686508680083944774692301007831330287119646118407238976615385","67.71199544099336067315"
5,4,3,2,"-78.95022386032785257219","-DirectedInfinity-","-DirectedInfinity-"
5,4,3,3,"-78.95022386032785257219","-DirectedInfinity-","-DirectedInfinity-"
5,4,3,4,"-78.95022386032785257219","-DirectedInfinity-","-DirectedInfinity-"
5,4,3,5,"-78.95022386032785257219","-DirectedInfinity-","-DirectedInfinity-"
5,5,1,0,"-DirectedInfinity-","0.e-99","-DirectedInfinity-"
5,5,1,1,"-DirectedInfinity-","-6.22252502731813056100796231906850480299015295748752215781608454661332256431321985532784719047","-DirectedInfinity-"
5,5,1,2,"-DirectedInfinity-","-43.8403002983314252989490323805874770068830059402441448199","-DirectedInfinity-"
5,5,1,3,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
5,5,1,4,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
5,5,1,5,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
5,5,2,0,"-DirectedInfinity-","0.e-99","-DirectedInfinity-"
5,5,2,1,"-DirectedInfinity-","-8.730376736254198730050009512504056937308201369779774979361363130903666277927811845546682877","-DirectedInfinity-"
5,5,2,2,"-DirectedInfinity-","-78.95022386032785257219","-DirectedInfinity-"
5,5,2,3,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
5,5,2,4,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
5,5,2,5,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
5,5,3,0,"-DirectedInfinity-","0.e-99","-DirectedInfinity-"
5,5,3,1,"-DirectedInfinity-","-11.238228419334491899032782959686508680083944774692301007831330287119646118407238976615385","-DirectedInfinity-"
5,5,3,2,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
5,5,3,3,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
5,5,3,4,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
5,5,3,5,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
5,6,1,0,"-DirectedInfinity-","0.e-99","-DirectedInfinity-"
5,6,1,1,"-DirectedInfinity-","-6.22252502731813056100796231906850480299015295748752215781608454661332256431321985532784719047","-DirectedInfinity-"
5,6,1,2,"-DirectedInfinity-","-43.8403002983314252989490323805874770068830059402441448199","-DirectedInfinity-"
5,6,1,3,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
5,6,1,4,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
5,6,1,5,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
5,6,2,0,"-DirectedInfinity-","0.e-99","-DirectedInfinity-"
5,6,2,1,"-DirectedInfinity-","-8.730376736254198730050009512504056937308201369779774979361363130903666277927811845546682877","-DirectedInfinity-"
5,6,2,2,"-DirectedInfinity-","-78.95022386032785257219","-DirectedInfinity-"
5,6,2,3,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
5,6,2,4,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
5,6,2,5,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
5,6,3,0,"-DirectedInfinity-","0.e-99","-DirectedInfinity-"
5,6,3,1,"-DirectedInfinity-","-11.238228419334491899032782959686508680083944774692301007831330287119646118407238976615385","-DirectedInfinity-"
5,6,3,2,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
5,6,3,3,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
5,6,3,4,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
5,6,3,5,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
5,7,1,0,"-DirectedInfinity-","0.e-99","-DirectedInfinity-"
5,7,1,1,"-DirectedInfinity-","-6.22252502731813056100796231906850480299015295748752215781608454661332256431321985532784719047","-DirectedInfinity-"
5,7,1,2,"-DirectedInfinity-","-43.8403002983314252989490323805874770068830059402441448199","-DirectedInfinity-"
5,7,1,3,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
5,7,1,4,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
5,7,1,5,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
5,7,2,0,"-DirectedInfinity-","0.e-99","-DirectedInfinity-"
5,7,2,1,"-DirectedInfinity-","-8.730376736254198730050009512504056937308201369779774979361363130903666277927811845546682877","-DirectedInfinity-"
5,7,2,2,"-DirectedInfinity-","-78.95022386032785257219","-DirectedInfinity-"
5,7,2,3,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
5,7,2,4,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
5,7,2,5,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
5,7,3,0,"-DirectedInfinity-","0.e-99","-DirectedInfinity-"
5,7,3,1,"-DirectedInfinity-","-11.238228419334491899032782959686508680083944774692301007831330287119646118407238976615385","-DirectedInfinity-"
5,7,3,2,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
5,7,3,3,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
5,7,3,4,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
5,7,3,5,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
5,8,1,0,"-DirectedInfinity-","0.e-99","-DirectedInfinity-"
5,8,1,1,"-DirectedInfinity-","-6.22252502731813056100796231906850480299015295748752215781608454661332256431321985532784719047","-DirectedInfinity-"
5,8,1,2,"-DirectedInfinity-","-43.8403002983314252989490323805874770068830059402441448199","-DirectedInfinity-"
5,8,1,3,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
5,8,1,4,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
5,8,1,5,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
5,8,2,0,"-DirectedInfinity-","0.e-99","-DirectedInfinity-"
5,8,2,1,"-DirectedInfinity-","-8.730376736254198730050009512504056937308201369779774979361363130903666277927811845546682877","-DirectedInfinity-"
5,8,2,2,"-DirectedInfinity-","-78.95022386032785257219","-DirectedInfinity-"
5,8,2,3,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
5,8,2,4,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
5,8,2,5,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
5,8,3,0,"-DirectedInfinity-","0.e-99","-DirectedInfinity-"
5,8,3,1,"-DirectedInfinity-","-11.238228419334491899032782959686508680083944774692301007831330287119646118407238976615385","-DirectedInfinity-"
5,8,3,2,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
5,8,3,3,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
5,8,3,4,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
5,8,3,5,"-DirectedInfinity-","-DirectedInfinity-","Indeterminate"
13,1,1,0,"-23.190192133906037136901369405650858790857454565215259340448367506990101989974","-1.3979400086720376095725222105510139464636202370757829173791450777457836214511509810261454957636277","21.792252125233999527328847195099844844393834328139476423069222429244318368523"
13,1,1,1,"-23.190192133906037136901369405650858790857454565215259340448367506990101989974","-16.963643264520828062585909713963224189411326491007416352490806168766358882984163138","6.22654886938520907431545969168763460144612807420784298795756133822374310699"
13,1,1,2,"-23.190192133906037136901369405650858790857454565215259340448367506990101989974","-DirectedInfinity-","-DirectedInfinity-"
13,1,1,3,"-23.190192133906037136901369405650858790857454565215259340448367506990101989974","-DirectedInfinity-","-DirectedInfinity-"
13,1,1,4,"-23.190192133906037136901369405650858790857454565215259340448367506990101989974","-DirectedInfinity-","-DirectedInfinity-"
13,1,1,5,"-23.190192133906037136901369405650858790857454565215259340448367506990101989974","-DirectedInfinity-","-DirectedInfinity-"
13,1,2,0,"-23.190192133906037136901369405650858790857454565215259340448367506990101989974","-1.3979400086720376095725222105510139464636202370757829173791450777457836214511509810261454957636277","21.792252125233999527328847195099844844393834328139476423069222429244318368523"
13,1,2,1,"-23.190192133906037136901369405650858790857454565215259340448367506990101989974","-23.190192133906037136901369405650858790857454565215259340448367506990101989974","0.e-75"
13,1,2,2,"-23.190192133906037136901369405650858790857454565215259340448367506990101989974","-DirectedInfinity-","-DirectedInfinity-"
13,1,2,3,"-23.190192133906037136901369405650858790857454565215259340448367506990101989974","-DirectedInfinity-","-DirectedInfinity-"
13,1,2,4,"-23.190192133906037136901369405650858790857454565215259340448367506990101989974","-DirectedInfinity-","-DirectedInfinity-"
13,1,2,5,"-23.190192133906037136901369405650858790857454565215259340448367506990101989974","-DirectedInfinity-","-DirectedInfinity-"
13,1,3,0,"-23.190192133906037136901369405650858790857454565215259340448367506990101989974","-1.3979400086720376095725222105510139464636202370757829173791450777457836214511509810261454957636277","21.792252125233999527328847195099844844393834328139476423069222429244318368523"
13,1,3,1,"-23.190192133906037136901369405650858790857454565215259340448367506990101989974","-29.416741003291246211035207628661359402237202287851305553915199634087914","6.226548869385209074133838223010500611379747722636046213466832127097812"
13,1,3,2,"-23.190192133906037136901369405650858790857454565215259340448367506990101989974","-DirectedInfinity-","-DirectedInfinity-"
13,1,3,3,"-23.190192133906037136901369405650858790857454565215259340448367506990101989974","-DirectedInfinity-","-DirectedInfinity-"
13,1,3,4,"-23.190192133906037136901369405650858790857454565215259340448367506990101989974","-DirectedInfinity-","-DirectedInfinity-"
13,1,3,5,"-23.190192133906037136901369405650858790857454565215259340448367506990101989974","-DirectedInfinity-","-DirectedInfinity-"
13,2,1,0,"-48.09638761144687343343672197429306610826286761568273","-1.3979400086720376095725222105510139464636202370757829173791450777457836214511509810261454957636277","46.69844760277483582386419976374205216179924737860694"
13,2,1,1,"-48.09638761144687343343672197429306610826286761568273","-16.963643264520828062585909713963224189411326491007416352490806168766358882984163138","31.13274434692604537085081226032984191885154112467531"
13,2,1,2,"-48.09638761144687343343672197429306610826286761568273","-DirectedInfinity-","-DirectedInfinity-"
13,2,1,3,"-48.09638761144687343343672197429306610826286761568273","-DirectedInfinity-","-DirectedInfinity-"
13,2,1,4,"-48.09638761144687343343672197429306610826286761568273","-DirectedInfinity-","-DirectedInfinity-"
